1	12345
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
1	168867
